onset	duration	trial_type	value	sample	scorer2_label	scorer2_label_value
0.0	30.0	Sleep stage W	0	0	Sleep stage W	0
30.0	30.0	Sleep stage W	0	6000	Sleep stage W	0
60.0	30.0	Sleep stage W	0	12000	Sleep stage W	0
90.0	30.0	Sleep stage W	0	18000	Sleep stage W	0
120.0	30.0	Sleep stage W	0	24000	Sleep stage W	0
150.0	30.0	Sleep stage W	0	30000	Sleep stage W	0
180.0	30.0	Sleep stage W	0	36000	Sleep stage W	0
210.0	30.0	Sleep stage W	0	42000	Sleep stage W	0
240.0	30.0	Sleep stage W	0	48000	Sleep stage W	0
270.0	30.0	Sleep stage N1	1	54000	Sleep stage N1	1
300.0	30.0	Sleep stage N1	1	60000	Sleep stage N1	1
330.0	30.0	Sleep stage N1	1	66000	Sleep stage N1	1
360.0	30.0	Sleep stage N1	1	72000	Sleep stage N1	1
390.0	30.0	Sleep stage N1	1	78000	Sleep stage N1	1
420.0	30.0	Sleep stage N1	1	84000	Sleep stage N1	1
450.0	30.0	Sleep stage N2	2	90000	Sleep stage N2	2
480.0	30.0	Sleep stage N2	2	96000	Sleep stage N1	1
510.0	30.0	Sleep stage N2	2	102000	Sleep stage N1	1
540.0	30.0	Sleep stage N1	1	108000	Sleep stage N1	1
570.0	30.0	Sleep stage N1	1	114000	Sleep stage N2	2
600.0	30.0	Sleep stage N1	1	120000	Sleep stage N2	2
630.0	30.0	Sleep stage N1	1	126000	Sleep stage N1	1
660.0	30.0	Sleep stage N1	1	132000	Sleep stage N1	1
690.0	30.0	Sleep stage N1	1	138000	Sleep stage N2	2
720.0	30.0	Sleep stage N2	2	144000	Sleep stage N2	2
750.0	30.0	Sleep stage N2	2	150000	Sleep stage N2	2
780.0	30.0	Sleep stage N2	2	156000	Sleep stage N2	2
810.0	30.0	Sleep stage N2	2	162000	Sleep stage N2	2
840.0	30.0	Sleep stage N2	2	168000	Sleep stage N2	2
870.0	30.0	Sleep stage N2	2	174000	Sleep stage N2	2
900.0	30.0	Sleep stage N2	2	180000	Sleep stage N2	2
930.0	30.0	Sleep stage N2	2	186000	Sleep stage N2	2
960.0	30.0	Sleep stage N2	2	192000	Sleep stage N2	2
990.0	30.0	Sleep stage N1	1	198000	Sleep stage N2	2
1020.0	30.0	Sleep stage N2	2	204000	Sleep stage N2	2
1050.0	30.0	Sleep stage N2	2	210000	Sleep stage N2	2
1080.0	30.0	Sleep stage N2	2	216000	Sleep stage N2	2
