onset	duration	trial_type	value	sample	scorer2_label	scorer2_label_value
0.0	30.0	Sleep stage W	0	0	Sleep stage U	6
30.0	30.0	Sleep stage W	0	6000	Sleep stage U	6
60.0	30.0	Sleep stage W	0	12000	Sleep stage U	6
90.0	30.0	Sleep stage W	0	18000	Sleep stage U	6
120.0	30.0	Sleep stage W	0	24000	Sleep stage U	6
150.0	30.0	Sleep stage W	0	30000	Sleep stage U	6
180.0	30.0	Sleep stage W	0	36000	Sleep stage U	6
210.0	30.0	Sleep stage W	0	42000	Sleep stage U	6
240.0	30.0	Sleep stage W	0	48000	Sleep stage W	0
270.0	30.0	Sleep stage W	0	54000	Sleep stage W	0
300.0	30.0	Sleep stage W	0	60000	Sleep stage W	0
330.0	30.0	Sleep stage W	0	66000	Sleep stage W	0
360.0	30.0	Sleep stage W	0	72000	Sleep stage W	0
390.0	30.0	Sleep stage W	0	78000	Sleep stage W	0
420.0	30.0	Sleep stage W	0	84000	Sleep stage W	0
450.0	30.0	Sleep stage W	0	90000	Sleep stage W	0
480.0	30.0	Sleep stage W	0	96000	Sleep stage W	0
510.0	30.0	Sleep stage W	0	102000	Sleep stage W	0
540.0	30.0	Sleep stage W	0	108000	Sleep stage W	0
570.0	30.0	Sleep stage W	0	114000	Sleep stage W	0
600.0	30.0	Sleep stage W	0	120000	Sleep stage W	0
630.0	30.0	Sleep stage W	0	126000	Sleep stage W	0
660.0	30.0	Sleep stage W	0	132000	Sleep stage W	0
690.0	30.0	Sleep stage W	0	138000	Sleep stage W	0
720.0	30.0	Sleep stage W	0	144000	Sleep stage W	0
750.0	30.0	Sleep stage W	0	150000	Sleep stage W	0
780.0	30.0	Sleep stage W	0	156000	Sleep stage W	0
810.0	30.0	Sleep stage W	0	162000	Sleep stage W	0
840.0	30.0	Sleep stage W	0	168000	Sleep stage W	0
870.0	30.0	Sleep stage W	0	174000	Sleep stage W	0
900.0	30.0	Sleep stage W	0	180000	Sleep stage W	0
930.0	30.0	Sleep stage W	0	186000	Sleep stage W	0
960.0	30.0	Sleep stage W	0	192000	Sleep stage W	0
990.0	30.0	Sleep stage W	0	198000	Sleep stage W	0
1020.0	30.0	Sleep stage W	0	204000	Sleep stage W	0
1050.0	30.0	Sleep stage W	0	210000	Sleep stage W	0
1080.0	30.0	Sleep stage W	0	216000	Sleep stage W	0
1110.0	30.0	Sleep stage W	0	222000	Sleep stage W	0
1140.0	30.0	Sleep stage W	0	228000	Sleep stage W	0
1170.0	30.0	Sleep stage W	0	234000	Sleep stage W	0
1200.0	30.0	Sleep stage W	0	240000	Sleep stage W	0
1230.0	30.0	Sleep stage W	0	246000	Sleep stage W	0
1260.0	30.0	Sleep stage W	0	252000	Sleep stage W	0
1290.0	30.0	Sleep stage W	0	258000	Sleep stage W	0
1320.0	30.0	Sleep stage W	0	264000	Sleep stage W	0
